,new_review
209,"맛2 / 양2 / 배달2 / 친구들 놀러와서 3명이서 간단히 한잔 하려고 치킨먹을까? 뭐 먹을까 생각하다 보.족세트로 결정하고 주문해 봤습니다1. 보족 중싸이즈에 매운떡복이 추가했는데 세명이서 먹기에 양이 좋았습니다다른가게는 보족세트 시키면 보쌈이 조금이라는 생각이 드는데, 여기는 보쌈양도 넉넉하고 족발 보쌈 잘 삶아져서 냄새도 없고 맛있네요2. 같이 오는 김치랑 야채세트도 하나씩 더 넣어주셔서 무척 감사했습니다사장님 센스 goooood ㅋㅋ3. 야채세트에 있는 묵은지 씻으신건지? 백김치 푹 익은건지? 아무튼 그거 아주 맛있습니다늘 번창하세요^^"
210,맛2 / 양2 / 배달2 / 너무 배고파서 허겁지겁 먹다가 사진은 못찍었고요생각보다 많이 매워요!너무 맛있구요 참ㅈ 주먹밥 양도 많이옵니당 전체적으로 추천드려요~
211,"맛2 / 양2 / 배달2 / 정말 최강의 족발이에요, 다른데서 먹는분들이해안됨, 여기가 최고에요 퀄리티와 맛 모두요"
212,맛2 / 양2 / 배달2 / 양과 맛 모두 만족스럽게 먹을 수 있었습니다:)
213,맛2 / 양2 / 배달2 / 보쌈 맛있게 잘 먹었어요
214,맛2 / 양2 / 배달2 / 맛있어요~  막국수도 서비스 좋아요~
215,맛1 / 양1 / 배달1 / 양이 무척이나 많아요
217,맛2 / 양2 / 배달2 / 너무 맛있어서 사진찍는 거 까먹었어요~
218,맛2 / 양2 / 배달2 / 잘  받았습니다그래도 혹시나  모듬에도  쟁반국수  주셨으면 더욱  잘먹었을텐데요 ㅠ  아주잘먹고 있어요
220,맛1 / 양2 / 배달1 / 양은 진짜 많아요 배달이 근데 너무 늦게 와서 새벽에 기다리다 받고 먹으니까 날샜네요 하하 예상시간이라도 그러면 더 넉넉하게 잡아주시지.. 전화해도 곧 간다고만 해서 기다리느라 지쳤어요
221,맛2 / 양2 / 배달2 / 양많고 맛도 있어서 재주문 했습니다
222,"맛2 / 양2 / 배달2 / 정말 맛있고 구성이 알차요, 너무 맛있고 배부르게 먹었답니다!"
223,맛2 / 양2 / 배달2 / 양 많고 완전 맛있어요 서비스로 주신 막국수도 짱 !! 다음에 또 시켜먹을게요
224,맛2 / 양2 / 배달2 / 미쳤어요 진짜 ㅋㅋㅋㅋㅋ 너무 맛있어요 ㅠㅠㅠ양 진짜 많고 포장상태 너무 깔끔하고 하나하나 다 맛있어요 !!!!!
225,맛2 / 양2 / 배달2 / 리뷰 이벤트 깜빡 잊고 안했는데도 맛있어서 리뷰 남깁니다! 양도 많고 같이 온 막국수랑 반찬들 구성도 너무 좋았습니다
226,맛2 / 양2 / 배달2 / 양이 상당합니다 추천합니다
227,맛2 / 양2 / 배달2 / 역시 보쌈은 다이어트식품. 맛있게 잘먹었습니다.
228,맛1 / 양2 / 배달2 / 양 많고 국수 시원하게 먹으라고 얼음까지 넣어주시다니굿~~
229,맛2 / 양2 / 배달1 / 한입씩 먹고 적는데 우선 막국수 안주는곳도 많은데 막국수도 주네요. 안에 얼음 2개도 센스있게...!! 그리고 양도 생각보다 괜찮게 많네요. 맛은 족발이니 ㅎㅎ. 밑반찬도 김치랑 부추무친거랑 둘다 좋아요. 배달이 조금 늦긴했는데 받고나서 양이랑 맛을 보니 화가 사라졌어요
230,맛2 / 양2 / 배달2 / 잘먹었습니다 다음에 또 주문할게요! 👍👍
231,맛2 / 양2 / 배달2 / 맛있게 먹었습니다. 잡내가 안나서 좋아요 다음에 또 시킬게요
232,맛2 / 양2 / 배달2 / 양도 많고 맛있어서 가족들이랑 넘 만족하고 먹었습니다🤩
233,맛2 / 양2 / 배달2 / 배달빠르고 양많고 맛있어요 잘먹었어요
234,맛2 / 양2 / 배달2 / 맛있게 먹었습니다. 막국수가 비빔냉면이 생각나는 양념이었어요
235,"맛1 / 양2 / 배달2 / 족발 처음 시켜먹었는데, 너무 맛있게 잘먹었어요!!한가지 아쉬운점은, 막국수가 좀 맛이 싱거웠어요ㅠ"
236,"맛2 / 양2 / 배달2 / 어마어마한 퀄리티, 진짜 방문 해서 먹는것보다 몇배의 훌륨함, 인생 최고의 족발이에요, 자춰 생활 10년 넘었는데 이렇게 맛있는건 처음 먹어봐요, 족발에 콜라겐도 균등하게 잘붙어있고 양도 많아요, 다이어트 실패에요 ㄷㄷㄷ  이틀연속먹었어요"
237,맛2 / 양2 / 배달2 / 역시 맛잇어요 변함없이
238,맛2 / 양2 / 배달2 / 양도 많고 좋아요...
239,맛2 / 양2 / 배달2 / 역시 족발은 여기가 최강이랍니다 ㅌㅌ
240,맛2 / 양2 / 배달1 / 이사 후에 처음 시켜먹은 족발인데 양도 많고 밑반찬도 많아서 끝까지 맛있게 잘 먹었어요~
241,맛2 / 양2 / 배달0 / 맛있고 양도 엄청 많습니다배달이 한시간반 걸린게 좀 아쉽네요
242,맛2 / 양2 / 배달2 / 맛있어요 또 주문할게요
243,맛2 / 양2 / 배달2 / 상각보다 맛나고 매일 시켜먹고싶어요 귀여운 제발가락도 맛있데요~~^^
244,맛2 / 양1 / 배달0 / 노크도 안 하고 고기를 던져놓고 갔었네요 배달 왜 그렇게 한대
245,맛2 / 양2 / 배달2 / 잘먹었습니다!  번창하세요 정신없어서 사진은 못찍엏어요ㅠㅠ
246,맛2 / 양2 / 배달2 / 양고 많고 멋있어요
247,맛2 / 양2 / 배달2 / 가성비 최고! 맛도 좋아요!!!
249,맛2 / 양2 / 배달2 / 양 정말 많네요~ 배불리 잘 먹었어요~
250,맛2 / 양2 / 배달2 / 여기 진짜 양도많고 맛있어요ㅠㅠ 같이 오는 겉절이도 최고입니다
251,맛0 / 양2 / 배달2 / 족발에 피인지 검게익은 부분이 너어어어어무 많았어요 막국수는 맛있었어요 족발은…네…
252,맛2 / 양2 / 배달2 / 맛있게 잘먹엇습니다.
253,맛2 / 양2 / 배달2 / 배달이 빠르고 맛있게 잘먹었습니다
254,맛2 / 양2 / 배달2 / 중자도 푸짐하고 맛있네요
255,맛1 / 양2 / 배달1 / 잘먹었습니다.다만 맛이 좀 아쉽긴하네요ㅠ배달시간도 한시간 걸리고...
256,맛2 / 양2 / 배달2 / 잘먹었습니다 ^**^
257,맛2 / 양2 / 배달2 / 저는 족발은 무조건 무조건 여기로 먹고 있어요!!양도 많고 밑반찬 다양하고 골고루 다 맛있어요!!밤에 꼭 생각나는 맛이예요~
258,맛2 / 양2 / 배달2 / 처음 시켜보았는데 양도 푸짐하고 맛도 좋았습니다
259,맛2 / 양2 / 배달2 / 둘이서 중 시켜서 진짜 배터지게 먹었습니다!맛있어요 ㅎㅎ
260,맛2 / 양2 / 배달2 / 푸짐하고 가성비좋아요~
261,맛2 / 양2 / 배달2 / 다좋은데 막국수가 별로였다
262,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니당~
263,맛2 / 양2 / 배달2 / 보쌈 양도 많고 엄청 맛잇어요 막국수도 새콤달콤~밥추가햇는데 안와서 전화햇더니 친절하게 답변해주시고 바로 가져다 주셧어요 감사합니다 잘먹엇어요 또 시켜먹을거같아요 ㅎㅎ
264,맛2 / 양2 / 배달2 / 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
265,맛2 / 양2 / 배달2 / 항상 잘 먹고 있어요 다음에 또 주문할게요! 👍
266,맛2 / 양2 / 배달2 / 양도 많고 맛도 맛있어요~그런데 불족발 너무 맵네요.. 맵찔이가 아닌데두 매워요~맵지만 먹고나면 개운해서 맛있게 먹었습니다.
267,맛2 / 양2 / 배달2 / 족발양이 엄청 많아서 따로 담아놓고 찍었습니다ㅎㅎ맛있게 잘먹었습니다~
268,맛2 / 양2 / 배달2 / 푸짐하게 잘먹었어요~
269,맛1 / 양2 / 배달2 / 양도 적당하고 괜찮아요 족발 냄새가 좀 있긴하지만 맛있어요
270,맛2 / 양2 / 배달2 / 맛있어요 맛있어요 엄청 맛있어요!!!
271,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있네요!
272,맛1 / 양2 / 배달2 / 양 디지게 많음 배터지게 많음 반찬 직접 하신거 같고 맛은 좀떨어지지만 정성이 느껴짐 대짜 시켰는데 세끼는 먹을듯 가성비 ㅆㅅㅌㅊ
274,맛1 / 양1 / 배달0 / 배달아저씨가 배달문자라던지 초인종이라던지 똑똑이라던지 아무것도 해주지 않아 2시 40분경에 시켰음에도 불구하고 주문이 밀리나보다 하구 기다리다가 4시에 확인하고 먹었네요 국수는 다 불어서 떡인지 뭔지도 모르겠고 보쌈도 다 식어서 딱딱해지고 절반도 못먹었네요 사장님께선 친절하셨는데 배달아저씨때문에 맛도 질도 떨어졌네요 ㅠ
275,맛1 / 양2 / 배달1 / 양도 많구 구성이 진짜 알차요 ㅎㅎ 특히 백김치 맛있어요 ㅎㅎ
276,맛2 / 양2 / 배달2 / 너무 좋아요
277,맛2 / 양2 / 배달2 / 양도 많고. 맛도 있고. 가성비 최고 입니다. ^^
278,맛1 / 양1 / 배달0 / 40분정도걸렸고 맛도있습니다 주문한 공기밥이 누락이되서 안왔네요 귀찮아서 그냥먹었습니다 아쉽네요
279,맛2 / 양2 / 배달2 / 맛과 모든게 완벽합니다. 가격도 다른데 비해 저렴하고 배달기사님도 쏘친절하시고! 맛나게 잘 먹었습니다
280,맛0 / 양0 / 배달0 / 돼지털은 너무 한거 아닌가요ㅋㅋ먹을수 있는게 없네요 전부 다 털이..비위상해요ㅡㅡ잡내 예민하신분들 절대 드시지 마시고요그리고 음식 약간 재활용 하시는거 같아요무김치도 완전 맛 갔어요 식감도 그렇고냄새나고 최악이네요 전체적으로 깔끔한 느낌이 없어요먹다가 찝찝해서 먹다 말았어요 이런집 처음입니다 우엑
281,맛2 / 양2 / 배달2 / 맛잇게잘먹었습니다 많이파세요 감사합니다
282,맛2 / 양2 / 배달2 / 맛있고 좋아요 매운거 못먹는 사람기준으로는 김치가 살짝매워요
283,맛2 / 양2 / 배달2 / 맛있게 먹었어요 역시 퀄리티 대박입니당 ㅎ
284,맛1 / 양2 / 배달1 / 양많고 맛있어요~ 고기는 퍽살느낌이고 안주감이네요 ~비빔국수도 정말 맛있네요 ㅎㅎ
285,"맛1 / 양1 / 배달1 / 맛 양호, 양 많음ㅋㅋ"
286,"맛1 / 양2 / 배달2 / 족발이랑 막국수 땡겨서 주문했어요~ 양이 진짜 어마어마합니다ㅋㅋ 반반세트 주문하니까 쟁반국수랑 밑반찬, 음료수 포함이라서 완전 혜자♡♡ 리뷰이벤트로 주먹밥까지 최고인 듯! 맛있게 잘 먹었습니다ㅎㅎ"
287,맛2 / 양2 / 배달2 / 배달도 빠르고 맛과 양 모두 좋았어요딱하나 리뷰 주먹밥이 누락되어 이거 하나 아쉬웠네요#식후감
288,맛2 / 양2 / 배달2 / 빠른배달에 만족했습니다양도 많아 더욱 좋았어요맛은 당연히 굿이었구요
289,맛2 / 양2 / 배달2 / 맛도 좋고 양도 많고 김치구성도 푸짐하네요 잘 먹었습니다!
290,맛2 / 양2 / 배달2 / 배달도 빠르고 진짜 잘먹었어요.다만 조금 아쉬운점은 막국수에 소스농도라고 해야할지 모르겠지만 좀더 많았으면해요 더 새콤 달달하게 살짝 건강한맛이났네요.전체적으로 다만족했습니다.다음에도 또 시킬의사 있네요 잘먹었어요~~
291,맛2 / 양2 / 배달2 / 잘먹엇어요......ㅎ
292,맛2 / 양2 / 배달2 / 맛있어요!!!!!!
293,맛2 / 양2 / 배달2 / 사장님이 친절하시고 족발 퀄리티는 최고에요!
294,맛2 / 양2 / 배달2 / 전체적으로 건강한 맛입니다💪
295,맛2 / 양1 / 배달1 / 뭔가 푸짐하게 먹은거같아요 생각보다엄청맵네여 불족발 매우면서 당기는맛 ! 잘먹엇어여 ~
296,맛2 / 양2 / 배달2 / 배달이 많이 안잡혔나봐요ㅜ7시반에 시키고 45분 걸린다했는데 9시에 띵동배달이 오래걸리긴하네요 호달달양이 옴총 많았어요! 조금 더 새콤하면 더 맛있을꺼같아요!
297,맛2 / 양2 / 배달2 / 좋습니다
298,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다~
299,맛0 / 양0 / 배달0 / 반찬은 많은데 핵심인 족발이 너무 맛이없네요 먹자마자 다 버렸어요
300,맛2 / 양2 / 배달2 / 양많고 싸고 맛있는데 별점낮은 이유 모르겠네요굿굿
301,맛2 / 양2 / 배달2 / 배달이 1시간 10분정도 걸려 조금 지치긴 했지만 바쁠만 하네요 맛집입니다 고기 잡내없이 보드랍고 구성도 좋아요~
302,맛2 / 양2 / 배달2 / 양은아주많은데 비빔국수보다는족발에는 막국수가어울리는것같아요
303,맛2 / 양2 / 배달2 / 생각보다 빠른 배달에 만족했구요맛도 좋고 양도 많아 맛잇게 먹었습니다
304,맛2 / 양2 / 배달0 / 불족발은 요청해주신대로 안맵게 조리해주신거같은데 제 기준엔 안맵게해주신것도 맵네요 ㅠㅠㅋㅋㅋㅋ 그래도 매운데 맛있어서 정말 잘먹었어요! 그냥 족발도 맛있었습니당 :) 다만 음식과 별개로 아쉬운건 배달기사님이 전화주실때 말투가 친절하신느낌이 없었어요 용건 끝나니까 전화도 그냥 뚝 끊어버리시고.. 좀 기분이 살짝 좋진않았네요그외에 음식은 정말 만족스럽습니다!
305,맛2 / 양2 / 배달2 / 주먹밥까지 챙겨주셔서 잘먹었어요 불족발 순한맛 했는데 정말 혼났네요 담번엔 그냥 족발로 해야겠어요 맛있어여 잘먹엇습니당
306,맛0 / 양1 / 배달1 / 저번에 맛있게 먹어서 4일만에 재주문했는데요이번껀 족발에서 냄새가 너무 납니다. 포장 풀기전부터 냄새가 진동하더라구요. 어디서 나는 냄새인가 했는데 족발 비닐 벗기니까 이상한 냄새가 확 나네요. 솔직히 한입 먹고 이거 반품해야 하나 심각하게 고민했습니다. 폐기할 정도는 아니라서 차마 연락은 못했구요그리고 기름도 흥건합니다. 기름에 찌든 느낌인게 바닥에 깔아둔 뼈에 붙은 고기들이 유독 그러네요. 지난번엔 미니족 맛있게 먹은 부위인데 이번엔 바닥에 식용유 두르고 고기 얹었나 싶었어요. 10% 할인해서 재주문했는데 실망했어요
307,맛2 / 양2 / 배달2 / 시켜본 족발집중에 가장 베스트임
308,맛2 / 양2 / 배달2 / 넘넘 맛있습니당 최고 단골입니당
309,맛2 / 양2 / 배달2 / 정말 맛있어요 다른데거 못먹어요
310,맛2 / 양2 / 배달2 / 족발도 보쌈도 엄첨 맛있네요~^^
311,맛2 / 양2 / 배달2 / 족발이 야들야들하이 처쥑이고 꼬소하이 처쥑이고 서비스 주먹밥도 꼬소하이 처쥑이고 김치랑 막구수도 짭잘하이 처쥑이고 맛있게 잘먹었슴다~
312,맛2 / 양2 / 배달2 / 양도 많고 막국수도 약건 비냉느낌이 강한데 맛있어요!!김치는 겉절이같은데 쉰냄새가 많이나고 쌈무는 이상한 향이 강해서 못먹었지만 전체적으로는 좋았습니다
313,맛2 / 양2 / 배달2 / 저 두번째 시켜먹는데먹을때 마다 맛있어요!사진에 막국수랑 주먹밥 안찍힌건 안비밀ㅎㅎㅎ요즘 치킨안먹구 족발먹어요 굿굿
314,맛1 / 양2 / 배달2 / 반찬도 많고 맛있게 잘먹었습니다-!근데 족발에서 살짝 누린내가 나더라고요 ㅠ
315,맛2 / 양2 / 배달2 / 구성이 너무 좋고 맛있었습니다.별 기대 없이 주문했는데 정말 좋았습니다.배달도 늦지 않고 생각조다 빨리와서 더 좋았습니다.다음에도 또 주문하겠습니다.
316,맛1 / 양2 / 배달2 / 질먹었습니다. 많이 파세요
317,맛2 / 양2 / 배달2 / 맛있어요 동네족발이 다 떨어져서 처음 시켜봤는데 챙겨주신것도 맛나고 족발도 부드럽고 아이들도 잘먹었습니다
318,맛2 / 양2 / 배달2 / 이틀연속 먹었어요 ㄷㄷㄷ
319,맛2 / 양2 / 배달2 / 너무 퀄리티 좋아요 나이스~~
320,맛2 / 양2 / 배달2 / 구성도 알차고 맛있어요불족발이 맵지만 맛있게 매워서 다음번에도 이 세트로 주문할거같아요!
321,맛2 / 양2 / 배달2 / 여긴 정말 너무 좋아요
322,맛2 / 양2 / 배달2 / 😀😀😀😀😀
323,맛2 / 양2 / 배달2 / 잘먹었습니다수고하세요
325,"맛2 / 양2 / 배달2 / 와!! 제가 이 집을 왜 이제 알았을까요!!!족발 소자 양과 구성이 너무 만족스럽습니다. 양 많아요. 보통 아래 깔린 뼈는 그냥 뼈인데, 여기는 미니족 수준입니다. 일부러 미니족 돈주고 사먹는 사람인데 넘 좋네요막국수도 맛있고 양도 많네요. 얼음까지 넣어서 보내주는 곳은 여기가 첨이네요~ 맛있습니다 :)"
326,맛2 / 양2 / 배달2 / 봉투 받고 깜짝 놀랐습니다. 너무 커서
327,맛2 / 양2 / 배달2 / 양도 푸짐하고 맛잇오요
328,맛1 / 양1 / 배달2 / 보쌈 고기가 넘 질기고 비빔막국수는 맛있게 먹었습니다
329,맛2 / 양2 / 배달2 / 맛있게먹었습니다. 또먹을게요
330,맛2 / 양1 / 배달2 / 후기보고 시켰는데 다시는 안 시킬 것 같아요..사이즈 대로 시켰는데 위에만 썰어진 고기 몇점 있고 아래는 싹다 큰 뼈들만 있어서 먹다가 뭔가 했어요... 족발이라서 큰뼈 나올 수 있는데 그걸로 꽉 채워진거는 아니죠..불족은 큰뼈 네덩어리 그냥 족발도 큰뼈하나 들어가있고맛은 있었지만 다음에는 다른 곳 시킬 것 같아요...일부러 대자 시킨건데 큰뼈들 제외하고는 양이 너무 적어요ㅋㅋㅋ리뷰참여하겠다는 말 적었지만 주먹밥도 따로 안 왔어요:)
331,맛2 / 양2 / 배달2 / 족발이 맛있네여 가장 기본에 충실하면서 맛있는 것 같습니다 강추!
332,맛2 / 양2 / 배달2 / 손님와서 시켰는데 역시 양도많고 맛도 좋네요
333,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~^^
334,맛2 / 양2 / 배달2 / 분명 소로 시켰는데 중같은 양으로 왔네요 완전 추천이요
335,맛2 / 양2 / 배달2 / 긴말이 필요없네요. 양 많고 맛  괜찮습니다
336,맛2 / 양2 / 배달2 / 리뷰보시는분들 그냥 족발 여기 다른대 다필요없어 여기야 무조곤 개맛있어요 ㄹㅇ로 저믿고 시키세요 그냥 양 혜자라고 표현하기도 아까움 개많아요그냥 걍 여기시키셈 지려요 ㄹㅇ 여기 또시킬거에여 ㄹㅇ ㅋㅋㅋ 잘먹었습니다진짜루ㅠㅠ
